goodrx_default_quantity,goodrx_dosage,goodrx_drug_id,goodrx_form_name,goodrx_slug,mapping_source,description,dosage_form,strength,billing_unit,gcn,gcn_seqno,medid,with_modified_retail_package
90,250mg,43111,capsule,syprine,manual,trientine 250 mg capsule,capsule,250,each,720,2554,227089,f
60,10mg,30212,tablet,blocadron,manual,timolol 10 mg tablet,tablet,10,each,20670,5140,227167,f
60,500mg,4438,tablet,diflunisal,gcn_expansion,Dolobid 500 mg tablet,tablet,500,each,16851,4443,227217,f
60,500mg,4438,tablet,diflunisal,gcn_expansion,Dolobid 500 mg tablet,tablet,500,each,16851,4443,227217,f
60,500mg,4438,tablet,dolobid,gcn_expansion,Dolobid 500 mg tablet,tablet,500,each,16851,4443,227217,f
30,5mg-1.5mg,29972,tablet,hycodan,manual,hydrocodone-homatropine 5 mg-1.5 mg tablet,tablet,5-1.5,each,96041,846,227220,f
30,5mg-1.5mg,29972,tablet,hydromet,manual,hydrocodone-homatropine 5 mg-1.5 mg tablet,tablet,5-1.5,each,96041,846,227220,f
30,5mg-1.5mg,29972,tablet,hycodan,manual,hydrocodone-homatropine 5 mg-1.5 mg tablet,tablet,5-1.5,each,96041,846,227220,f
30,5mg-1.5mg,29972,tablet,hydromet,manual,hydrocodone-homatropine 5 mg-1.5 mg tablet,tablet,5-1.5,each,96041,846,227220,f
30,5mg-1.5mg,29972,tablet,hydrocodone-homatropine,manual,hydrocodone-homatropine 5 mg-1.5 mg tablet,tablet,5-1.5,each,96041,846,227220,f
30,50mg,4282,capsule,anafranil,gcn_expansion,Anafranil 50 mg capsule,capsule,50,each,16603,46121,227253,f
30,50mg,4282,capsule,anafranil,gcn_expansion,Anafranil 50 mg capsule,capsule,50,each,16603,46121,227253,f
60,0.5mg,4285,tablet,klonopin,manual,Klonopin 0.5 mg tablet,tablet,0.5,each,17470,4560,227308,f
60,0.5mg,4285,tablet,clonazepam,manual,Klonopin 0.5 mg tablet,tablet,0.5,each,17470,4560,227308,f
90,120mg,5629,tablet,calan-sr,gcn_expansion,"Isoptin SR 120 mg tablet,extended release",tablet extended release,120,each,32472,15959,227310,f
90,120mg,5629,tablet,calan-sr,gcn_expansion,"Isoptin SR 120 mg tablet,extended release",tablet extended release,120,each,32472,15959,227310,f
90,120mg,5629,tablet,verapamil-er,gcn_expansion,"Isoptin SR 120 mg tablet,extended release",tablet extended release,120,each,32472,15959,227310,f
30,1mg,40566,tablet,rapamune,manual,sirolimus 1 mg tablet,tablet,1,each,13696,48291,227379,f
30,60mg,38858,tablet,nifediac-cc,manual,"nifedipine ER 60 mg tablet,extended release 24 hr",tablet extended release 24hr,60,each,2222,20617,227404,f
30,60mg,38858,tablet,afeditab-cr,manual,"nifedipine ER 60 mg tablet,extended release 24 hr",tablet extended release 24hr,60,each,2222,20617,227404,f
30,60mg,38858,tablet,adalat-cc,manual,"nifedipine ER 60 mg tablet,extended release 24 hr",tablet extended release 24hr,60,each,2222,20617,227404,f
30,60mg,38858,tablet,nifedipine-er-adalat-cc,manual,"nifedipine ER 60 mg tablet,extended release 24 hr",tablet extended release 24hr,60,each,2222,20617,227404,f
30,250mg,414,tablet,lamisil,manual,Lamisil 250 mg tablet,tablet,250,each,60823,18638,227421,f
30,250mg,414,tablet,lamisil,manual,Lamisil 250 mg tablet,tablet,250,each,60823,18638,227421,f
60,12.5mg,150,tablet,captopril,manual,captopril 12.5 mg tablet,tablet,12.5,each,1483,379,227444,f
60,12.5mg,150,tablet,captopril,manual,captopril 12.5 mg tablet,tablet,12.5,each,1483,379,227444,f
60,12.5mg,150,tablet,capoten,manual,captopril 12.5 mg tablet,tablet,12.5,each,1483,379,227444,f
30,25mg,4197,capsule,chlordiazepoxide,manual,chlordiazepoxide 25 mg capsule,capsule,25,each,14032,3735,227459,f
30,25mg,4197,capsule,chlordiazepoxide,manual,chlordiazepoxide 25 mg capsule,capsule,25,each,14032,3735,227459,f
2,75ml-of-400mg-57mg-5ml,36569,bottle-of-oral-suspension,augmentin,gcn_expansion,Augmentin 400 mg-57 mg/5 mL oral suspension,suspension for reconstitution,400-57,milliliters,67153,25898,227488,t
2,75ml-of-400mg-57mg-5ml,36569,bottle-of-oral-suspension,amoxicillin-potassium-clavulanate,gcn_expansion,Augmentin 400 mg-57 mg/5 mL oral suspension,suspension for reconstitution,400-57,milliliters,67153,25898,227488,t
2,75ml-of-400mg-57mg-5ml,36569,bottle-of-oral-suspension,augmentin,gcn_expansion,Augmentin 400 mg-57 mg/5 mL oral suspension,suspension for reconstitution,400-57,milliliters,67153,25898,227488,t
30,25mg,38679,capsule,acitretin,manual,acitretin 25 mg capsule,capsule,25,each,13481,19142,227511,f
8,0.5mg,7440,tablet,cabergoline,gcn_expansion,Dostinex 0.5 mg tablet,tablet,0.5,each,26051,25738,227525,f
1,60g-of-0.05%25,34595,tube-of-ointment,desowen,manual,desonide 0.05 % topical ointment,ointment,0.05,grams,31430,7622,227530,f
1,60g-of-0.05%25,34595,tube-of-ointment,desonide,manual,desonide 0.05 % topical ointment,ointment,0.05,grams,31430,7622,227530,f
30,10mg-25mg,31196,tablet,limbitrol,manual,amitriptyline-chlordiazepoxide 25 mg-10 mg tablet,tablet,25-10,each,16684,46192,227595,f
30,0.4mg,5164,patch,nitro-dur,manual,nitroglycerin 0.4 mg/hr transdermal 24 hour patch,patch 24 hour,0.4,each,1740,465,227603,f
30,0.4mg,5164,patch,minitran,manual,nitroglycerin 0.4 mg/hr transdermal 24 hour patch,patch 24 hour,0.4,each,1740,465,227603,f
120,10mg-325mg,6676,tablet,roxicet,gcn_expansion,Percocet 10 mg-325 mg tablet,tablet,10-325,each,14966,48977,227616,f
120,10mg-325mg,6676,tablet,percocet,gcn_expansion,Percocet 10 mg-325 mg tablet,tablet,10-325,each,14966,48977,227616,f
120,10mg-325mg,6676,tablet,oxycodone-acetaminophen,gcn_expansion,Percocet 10 mg-325 mg tablet,tablet,10-325,each,14966,48977,227616,f
120,10mg-325mg,6676,tablet,endocet,gcn_expansion,Percocet 10 mg-325 mg tablet,tablet,10-325,each,14966,48977,227616,f
30,50mg,1609,tablet,zoloft,gcn_expansion,Zoloft 50 mg tablet,tablet,50,each,16374,46228,227618,f
24,2.5mg,5052,tablet,methotrexate,manual,methotrexate sodium 2.5 mg tablet,tablet,2.5,each,38489,36872,227625,f
30,0.2mg,5163,patch,nitro-dur,gcn_expansion,Transderm-Nitro 0.2 mg/hr transdermal 24 hour patch,patch 24 hour,0.2,each,1742,468,227802,f
60,20mg,6789,tablet,morgidox,manual,Periostat 20 mg tablet,tablet,20,each,13521,48077,227811,f
60,20mg,6789,tablet,morgidox,manual,Periostat 20 mg tablet,tablet,20,each,13521,48077,227811,f
60,20mg,6789,tablet,vibra-tabs,manual,Periostat 20 mg tablet,tablet,20,each,13521,48077,227811,f
1,5ml-of-0.3%25,35510,eye-dropper,garamycin,gcn_expansion,Gentacidin 0.3 % eye drops,drops,0.3,milliliters,33600,7984,227835,f
1,5ml-of-0.3%25,35510,eye-dropper,gentamicin,gcn_expansion,Gentacidin 0.3 % eye drops,drops,0.3,milliliters,33600,7984,227835,f
1,5ml-of-0.3%25,35510,eye-dropper,gentafair,gcn_expansion,Gentacidin 0.3 % eye drops,drops,0.3,milliliters,33600,7984,227835,f
1,5ml-of-0.3%25,35510,eye-dropper,gentak,gcn_expansion,Gentacidin 0.3 % eye drops,drops,0.3,milliliters,33600,7984,227835,f
90,40mg,33397,tablet,lipitor,gcn_expansion,Lipitor 40 mg tablet,tablet,40,each,43722,29969,227996,f
90,40mg,33397,tablet,atorvastatin,gcn_expansion,Lipitor 40 mg tablet,tablet,40,each,43722,29969,227996,f
90,5mg,724,tablet,accupril,gcn_expansion,Accupril 5 mg tablet,tablet,5,each,27572,18774,228042,f
90,5mg,724,tablet,quinapril,gcn_expansion,Accupril 5 mg tablet,tablet,5,each,27572,18774,228042,f
90,5mg,724,tablet,accupril,gcn_expansion,Accupril 5 mg tablet,tablet,5,each,27572,18774,228042,f
30,50mg,29882,tablet,norpramin,manual,desipramine 50 mg tablet,tablet,50,each,16587,46107,228125,f
30,50mg,29882,tablet,norpramin,manual,desipramine 50 mg tablet,tablet,50,each,16587,46107,228125,f
30,20mg,33619,orally-disintegrating-tab,zyprexa-zydis,manual,olanzapine 20 mg disintegrating tablet,"tablet,disintegrating",20,each,34023,47286,228213,f
60,250mg,53,capsule,sumycin,manual,Sumycin 250 mg capsule,capsule,250,each,40072,9189,228280,f
60,250mg,53,capsule,tetracycline,manual,Sumycin 250 mg capsule,capsule,250,each,40072,9189,228280,f
60,250mg,53,capsule,tetracyn,manual,Sumycin 250 mg capsule,capsule,250,each,40072,9189,228280,f
60,250mg,53,capsule,sumycin,manual,Sumycin 250 mg capsule,capsule,250,each,40072,9189,228280,f
60,0.375mg,29983,tablet,symax-sr,manual,"hyoscyamine ER 0.375 mg tablet,extended release,12 hr",tablet extended release 12 hr,0.375,each,18960,23715,228400,f
60,0.375mg,29983,tablet,hyoscyamine-er,manual,"hyoscyamine ER 0.375 mg tablet,extended release,12 hr",tablet extended release 12 hr,0.375,each,18960,23715,228400,f
60,0.375mg,29983,tablet,symax-sr,manual,"hyoscyamine ER 0.375 mg tablet,extended release,12 hr",tablet extended release 12 hr,0.375,each,18960,23715,228400,f
60,0.375mg,29983,tablet,levbid,manual,"hyoscyamine ER 0.375 mg tablet,extended release,12 hr",tablet extended release 12 hr,0.375,each,18960,23715,228400,f
1,2ml-of-1%25,35465,eye-dropper,cyclopentolate,gcn_expansion,Cylate 1 % eye drops,drops,1,milliliters,33031,7875,228420,f
1,2ml-of-1%25,35465,eye-dropper,pentolair,gcn_expansion,Cylate 1 % eye drops,drops,1,milliliters,33031,7875,228420,f
1,2ml-of-1%25,35465,eye-dropper,ak-pentolate,gcn_expansion,Cylate 1 % eye drops,drops,1,milliliters,33031,7875,228420,f
1,2ml-of-1%25,35465,eye-dropper,cyclogyl,gcn_expansion,Cylate 1 % eye drops,drops,1,milliliters,33031,7875,228420,f
60,250mg,5134,tablet,serzone,manual,nefazodone 250 mg tablet,tablet,250,each,16409,46257,228422,f
60,250mg,5134,tablet,serzone,manual,nefazodone 250 mg tablet,tablet,250,each,16409,46257,228422,f
60,250mg,5134,tablet,nefazodone,manual,nefazodone 250 mg tablet,tablet,250,each,16409,46257,228422,f
20,100mg,44,capsule,morgidox,gcn_expansion,Vibramycin 100 mg capsule,capsule,100,each,40331,9218,228445,f
20,100mg,44,capsule,morgidox,gcn_expansion,Vibramycin 100 mg capsule,capsule,100,each,40331,9218,228445,f
20,100mg,44,capsule,vibramycin,gcn_expansion,Vibramycin 100 mg capsule,capsule,100,each,40331,9218,228445,f
30,10mg,8133,capsule,prilosec,gcn_expansion,"Prilosec 10 mg capsule,delayed release","capsule,delayed release(DR/EC)",10,each,92989,43136,228493,f
30,10mg,8133,capsule,omeprazole,gcn_expansion,"Prilosec 10 mg capsule,delayed release","capsule,delayed release(DR/EC)",10,each,92989,43136,228493,f
90,10mg,8408,capsule,adalat,manual,Adalat 10 mg capsule,capsule,10,each,2350,568,228711,f
90,10mg,8408,capsule,nifedipine,manual,Adalat 10 mg capsule,capsule,10,each,2350,568,228711,f
90,10mg,8408,capsule,procardia,manual,Adalat 10 mg capsule,capsule,10,each,2350,568,228711,f
7,100mg,1126,tablet,diflucan,gcn_expansion,Diflucan 100 mg tablet,tablet,100,each,42190,13723,228802,f
7,100mg,1126,tablet,diflucan,gcn_expansion,Diflucan 100 mg tablet,tablet,100,each,42190,13723,228802,f
1,59ml-of-0.5%25,35656,bottle-of-lotion,ovide,manual,malathion 0.5 % lotion,lotion,0.5,milliliters,31600,7657,228807,f
90,20mg-25mg,32511,tablet,accuretic,manual,quinapril 20 mg-hydrochlorothiazide 25 mg tablet,tablet,20-25,each,94490,41016,228846,f
90,20mg-25mg,32511,tablet,accuretic,manual,quinapril 20 mg-hydrochlorothiazide 25 mg tablet,tablet,20-25,each,94490,41016,228846,f
30,400mg,20894,tablet,pacerone,manual,amiodarone 400 mg tablet,tablet,400,each,12465,47421,228864,f
30,400mg,20894,tablet,cordarone,manual,amiodarone 400 mg tablet,tablet,400,each,12465,47421,228864,f
1,5ml-of-0.3%25,35510,eye-dropper,garamycin,manual,gentamicin 0.3 % eye drops,drops,0.3,milliliters,33600,7984,228870,f
1,5ml-of-0.3%25,35510,eye-dropper,gentamicin,manual,gentamicin 0.3 % eye drops,drops,0.3,milliliters,33600,7984,228870,f
1,5ml-of-0.3%25,35510,eye-dropper,gentafair,manual,gentamicin 0.3 % eye drops,drops,0.3,milliliters,33600,7984,228870,f
1,5ml-of-0.3%25,35510,eye-dropper,gentak,manual,gentamicin 0.3 % eye drops,drops,0.3,milliliters,33600,7984,228870,f
90,8mg,7702,tablet,aceon,manual,Aceon 8 mg tablet,tablet,8,each,93207,42783,228880,f
90,8mg,7702,tablet,perindopril,manual,Aceon 8 mg tablet,tablet,8,each,93207,42783,228880,f
30,250mg,4169,capsule,cefaclor,manual,cefaclor 250 mg capsule,capsule,250,each,40020,9104,228907,f
30,250mg,4169,capsule,ceclor,manual,cefaclor 250 mg capsule,capsule,250,each,40020,9104,228907,f
30,250mg,4169,capsule,cefaclor,manual,cefaclor 250 mg capsule,capsule,250,each,40020,9104,228907,f
1,60g-of-0.2%25,34764,tube-of-ointment,westcort,manual,hydrocortisone valerate 0.2 % topical ointment,ointment,0.2,grams,6040,7533,228911,f
30,5%25,38854,patch,lidocaine,gcn_expansion,Lidoderm 5 % topical patch,"adhesive patch,medicated",5,each,50272,43256,228950,f
30,50mg,13239,capsule,aventyl,manual,Pamelor 50 mg capsule,capsule,50,each,16533,46061,229065,f
30,50mg,13239,capsule,nortriptyline,manual,Pamelor 50 mg capsule,capsule,50,each,16533,46061,229065,f
30,50mg,13239,capsule,aventyl,manual,Pamelor 50 mg capsule,capsule,50,each,16533,46061,229065,f
90,40mg,5632,tablet,calan,manual,Isoptin 40 mg tablet,tablet,40,each,47110,565,229092,f
90,40mg,5632,tablet,calan,manual,Isoptin 40 mg tablet,tablet,40,each,47110,565,229092,f
90,40mg,5632,tablet,isoptin,manual,Isoptin 40 mg tablet,tablet,40,each,47110,565,229092,f
1,60g-of-0.05%25,34644,tube-of-cream,lidex,gcn_expansion,Lidex 0.05 % topical cream,cream,0.05,grams,31390,7616,229111,f
1,60g-of-0.05%25,34644,tube-of-cream,fluocinonide,gcn_expansion,Lidex 0.05 % topical cream,cream,0.05,grams,31390,7616,229111,f
1,60g-of-0.05%25,34644,tube-of-cream,lidex,gcn_expansion,Lidex 0.05 % topical cream,cream,0.05,grams,31390,7616,229111,f
90,80mg,5434,tablet,zocor,gcn_expansion,Zocor 80 mg tablet,tablet,80,each,26535,40238,229128,f
90,80mg,5434,tablet,simvastatin,gcn_expansion,Zocor 80 mg tablet,tablet,80,each,26535,40238,229128,f
120,10mg-325mg,6676,tablet,roxicet,manual,oxycodone-acetaminophen 10 mg-325 mg tablet,tablet,10-325,each,14966,48977,229129,f
120,10mg-325mg,6676,tablet,percocet,manual,oxycodone-acetaminophen 10 mg-325 mg tablet,tablet,10-325,each,14966,48977,229129,f
120,10mg-325mg,6676,tablet,oxycodone-acetaminophen,manual,oxycodone-acetaminophen 10 mg-325 mg tablet,tablet,10-325,each,14966,48977,229129,f
120,10mg-325mg,6676,tablet,endocet,manual,oxycodone-acetaminophen 10 mg-325 mg tablet,tablet,10-325,each,14966,48977,229129,f
90,35mg,30131,tablet,bontril-pdm,gcn_expansion,Bontril PDM 35 mg tablet,tablet,35,each,20852,5170,229139,f
8,0.075mg-day,44039,patch,estradiol,manual,estradiol 0.075 mg/24 hr weekly transdermal patch,patch weekly,0.075,each,28853,40366,229157,f
60,150mg,6810,capsule,rifadin,manual,rifampin 150 mg capsule,capsule,150,each,41260,9322,229165,f
90,2mg,211,capsule,hytrin,manual,terazosin 2 mg capsule,capsule,2,each,47125,22650,229173,f
90,2mg,211,capsule,hytrin,manual,terazosin 2 mg capsule,capsule,2,each,47125,22650,229173,f
1,50g-of-0.05%25,34479,tube-of-gel,diprolene,manual,"betamethasone, augmented 0.05 % topical gel",gel,0.05,grams,32091,16429,229277,f
90,240mg,39350,capsule,diltiazem-er-cardizem-cd,manual,"Cardizem CD 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,229309,f
90,240mg,39350,capsule,cardizem-cd,manual,"Cardizem CD 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,229309,f
90,240mg,39350,capsule,diltiazem-er-cardizem-cd,manual,"Cardizem CD 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,229309,f
90,240mg,39350,capsule,cartia-xt,manual,"Cardizem CD 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,229309,f
90,240mg,39350,capsule,dilt-cd,manual,"Cardizem CD 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,229309,f
90,240mg,39350,capsule,cardizem-cd,manual,"Cardizem CD 240 mg/24hr capsule,extended release","capsule, extended release",240,each,2324,16571,229309,f
90,0.5mg,38997,tablet,prandin,manual,repaglinide 0.5 mg tablet,tablet,0.5,each,26311,38906,229322,f
90,0.5mg,38997,tablet,repaglinide,manual,repaglinide 0.5 mg tablet,tablet,0.5,each,26311,38906,229322,f
30,0.4mg,24100,capsule,flomax,manual,tamsulosin 0.4 mg capsule,capsule,0.4,each,48191,27546,229409,f
90,800mg,7481,tablet,neurontin,manual,gabapentin 800 mg tablet,tablet,800,each,94447,41806,229421,f
20,600mg,41388,tablet,zyvox,manual,linezolid 600 mg tablet,tablet,600,each,26870,45131,229512,f
20,600mg,41388,tablet,linezolid,manual,linezolid 600 mg tablet,tablet,600,each,26870,45131,229512,f
60,25mg,5537,capsule,topamax,manual,topiramate 25 mg sprinkle capsule,"capsule, sprinkle",25,each,36557,40902,229530,f
60,25mg,5537,capsule,topiramate,manual,topiramate 25 mg sprinkle capsule,"capsule, sprinkle",25,each,36557,40902,229530,f
90,100mg,140,tablet,atenolol,gcn_expansion,Tenormin 100 mg tablet,tablet,100,each,20660,5138,229626,f
90,100mg,140,tablet,atenolol,gcn_expansion,Tenormin 100 mg tablet,tablet,100,each,20660,5138,229626,f
90,100mg,140,tablet,tenormin,gcn_expansion,Tenormin 100 mg tablet,tablet,100,each,20660,5138,229626,f
90,250mg,4884,tablet,keppra,manual,levetiracetam 250 mg tablet,tablet,250,each,41587,44632,229635,f
30,50mg-325mg-40mg-30mg,33605,capsule,ascomp-with-codeine,manual,codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule,capsule,30-50-325-40,each,69500,4120,229786,f
30,50mg-325mg-40mg-30mg,33605,capsule,butalbital-aspirin-caffeine-codeine,manual,codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule,capsule,30-50-325-40,each,69500,4120,229786,f
30,50mg-325mg-40mg-30mg,33605,capsule,fiorinal-with-codeine,manual,codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule,capsule,30-50-325-40,each,69500,4120,229786,f
30,200mg,4866,tablet,lamictal,gcn_expansion,Lamictal 200 mg tablet,tablet,200,each,64325,22551,229897,f
30,200mg,4866,tablet,lamictal,gcn_expansion,Lamictal 200 mg tablet,tablet,200,each,64325,22551,229897,f
30,5g-of-50mg,40142,packet,testim,gcn_expansion,AndroGel 1 % (50 mg/5 gram) transdermal gel packet,gel in packet,1 %,grams,47852,45216,229941,f
30,5g-of-50mg,40142,packet,testim,gcn_expansion,AndroGel 1 % (50 mg/5 gram) transdermal gel packet,gel in packet,1 %,grams,47852,45216,229941,f
30,5g-of-50mg,40142,packet,testosterone,gcn_expansion,AndroGel 1 % (50 mg/5 gram) transdermal gel packet,gel in packet,1 %,grams,47852,45216,229941,f
60,20mg,7881,tablet,isosorbide-mononitrate,gcn_expansion,Monoket 20 mg tablet,tablet,20,each,1931,16639,230003,f
60,20mg,7881,tablet,monoket,gcn_expansion,Monoket 20 mg tablet,tablet,20,each,1931,16639,230003,f
30,20mg,7126,capsule,amphetamine-salt-combo-xr,manual,"dextroamphetamine-amphetamine ER 20 mg 24hr capsule,extend release","capsule,extended release 24hr",20,each,14636,48702,230013,f
30,20mg,7126,capsule,adderall-xr,manual,"dextroamphetamine-amphetamine ER 20 mg 24hr capsule,extend release","capsule,extended release 24hr",20,each,14636,48702,230013,f
946,100mg-5ml,41268,liquid,iophen-nr,gcn_expansion,Siltussin SA 100 mg/5 mL oral liquid,liquid,100,milliliters,2512,22210,230136,f
1,10ml-of-1%25-2%25,35356,ear-dropper,acetasol-hc,manual,hydrocortisone-acetic acid 1 %-2 % ear drops,drops,1-2,milliliters,14017,48554,230140,f
1,10ml-of-1%25-2%25,35356,ear-dropper,hydrocortisone-acetic-acid,manual,hydrocortisone-acetic acid 1 %-2 % ear drops,drops,1-2,milliliters,14017,48554,230140,f
90,225mg,28980,tablet,propafenone,manual,propafenone 225 mg tablet,tablet,225,each,12433,19751,230155,f
90,225mg,28980,tablet,rythmol,manual,propafenone 225 mg tablet,tablet,225,each,12433,19751,230155,f
90,10mg,7995,capsule,altace,gcn_expansion,Altace 10 mg capsule,capsule,10,each,48544,16031,230231,f
90,10mg,7995,capsule,altace,gcn_expansion,Altace 10 mg capsule,capsule,10,each,48544,16031,230231,f
50,10mg,40003,capsule,methoxsalen,manual,"methoxsalen 10 mg liquid-filled,rapid release capsule","capsule,liqd-filled,rapid rel",10,each,13302,47874,230363,f
30,5mg-10mg,27193,capsule,lotrel,manual,amlodipine 5 mg-benazepril 10 mg capsule,capsule,5-10,each,33092,23769,230370,f
90,10mg-25mg,21403,tablet,vaseretic,manual,Vaseretic 10 mg-25 mg tablet,tablet,10-25,each,54860,382,230456,f
