default_quantity,dosage,drug_id,form_name,slug
1.0,60g-of-0.05%25,34530,tube-of-cream,temovate
1.0,45g-of-0.05%25,34527,tube-of-cream,temovate
1.0,30g-of-0.05%25,34529,tube-of-cream,temovate
30.0,4mg,755,tablet,cyproheptadine
300.0,2mg-5ml,31328,syrup,cyproheptadine
90.0,7.5mg-325mg,29968,tablet,zolvit
90.0,7.5mg-300mg,37792,tablet,zolvit
12.0,5mg-325mg,6743,tablet,zolvit
30.0,5mg-300mg,37791,tablet,zolvit
120.0,10mg-325mg,4742,tablet,zolvit
90.0,10mg-300mg,37793,tablet,zolvit
300.0,7.5mg-325mg-15ml,36857,oral-solution,zolvit
1.0,30-days-of-400mg,41240,package,pr-natal
1,30-days-of-430mg,41241,package,pr-natal
1.0,30g-of-2.5%25-2.5%25,34829,tube-of-cream,emla
180.0,333mg,38994,tablet,campral
2.0,15ml-of-100mg-5ml,36594,bottle-of-oral-suspension,azithromycin
1.0,15ml-of-200mg-5ml,36597,bottle-of-oral-suspension,azithromycin
1.0,22.5ml-of-200mg-5ml,36598,bottle-of-oral-suspension,azithromycin
1.0,30ml-of-200mg-5ml,36596,bottle-of-oral-suspension,azithromycin
1.0,1g,7929,packet,azithromycin
6.0,250mg,29806,tablet,azithromycin
2.0,500mg,33315,tablet,azithromycin
30.0,600mg,8684,tablet,azithromycin
1.0,3-tablets-of-500mg,27429,tri-pak,azithromycin
1.0,6-tablets-of-250mg,33314,z-pak,azithromycin
60.0,5mg,32054,tablet,pamine-forte
3.0,28-tablets-of-0.35mg,8035,package,jencycla
1.0,28-tablets-of-0.35mg,40684,package,jencycla
1.0,28-tablets-of-0.35mg,7538,package,jencycla
1.0,28-tablets-of-0.35mg,37829,package,jencycla
1.0,28-tablets-of-0.35mg,36262,package,jencycla
1.0,28-tablets-of-0.35mg,40685,package,jencycla
1.0,100g-of-1%25,41997,tube-of-gel,voltaren-gel
1.0,3.5g,35889,tube-of-ointment,neomycin-polymyxin-b-bacitracin
30.0,125mg-1mg,41246,capsule,folivane-plus
30.0,162mg-106mg-1mg,41238,capsule,se-tan-plus
1,10ml-of-500mg,36514,vial,cytovene
30.0,500mg,41105,chewable-tablet,calcium-carbonate
96.0,750mg,41106,chewable-tablet,calcium-carbonate
30.0,500mg,41109,tablet,calcium-carbonate
60.0,600mg,41108,tablet,calcium-carbonate
180.0,648mg,41110,tablet,calcium-carbonate
84.0,200mg,29086,tablet,ribavirin
84.0,200mg,6813,capsule,ribavirin
56.0,600mg,36175,tablet,ribavirin
84.0,200mg,36173,tablet,ribavirin
1.0,56-tablets-of-600mg-and-600mg,41809,dose-pack,ribavirin
1.0,56-tablets-of-600mg-and-400mg,41808,dose-pack,ribavirin
1,56-tablets-of-400mg-and-400mg,41807,dose-pack,ribavirin
1,56-tablets-of-200mg-and-400mg,41806,dose-pack,ribavirin
84.0,200mg,6814,capsule,ribavirin
4.0,6g,42609,vial,ribavirin
1.0,28-tablets,36445,package,alyacen-1-35
1.0,28-tablets,38242,package,alyacen-1-35
1.0,28-tablets,1418,package,alyacen-1-35
3.0,28-tablets,7188,package,alyacen-1-35
1.0,28-tablets,37684,package,alyacen-1-35
1.0,28-tablets,34336,package,alyacen-1-35
90.0,500mg,650,tablet,strifon-forte-dsc
90,1.5mg,39010,vial,flolan
90,0.5mg,39009,vial,flolan
225.0,2mg-5ml,8600,oral-solution,artane
60.0,2mg,265,tablet,artane
90.0,5mg,5581,tablet,artane
1.0,91-tablets,29778,package,camrese
1.0,91-tablets,42735,package,camrese
1.0,91-tablets,37834,package,camrese
1.0,91-tablets,33604,package,camrese
1.0,91-tablets,40805,package,camrese
30.0,80mg,41405,tablet,fluvastatin-er
12.0,50000iu,43256,capsule,decara
1.0,15ml-of-1.4%25,41795,eye-dropper,artificial-tears
30.0,5mg,24287,tablet,demadex
30.0,100mg,5550,tablet,demadex
30.0,10mg,733,tablet,demadex
30.0,20mg,734,tablet,demadex
1.0,10ml-of-4%25,35460,eye-dropper,opticrom
10.0,1ml-of-10mg,33871,vial,vinorelbine
2.0,5ml-of-50mg,33872,vial,vinorelbine
90.0,400mg,22848,tablet,equanil
180.0,200mg,22847,tablet,equanil
30.0,100mg,37782,capsule,fluvoxamine-er
30.0,150mg,37783,capsule,fluvoxamine-er
300.0,250mg-5ml,31575,oral-solution,zarontin
60.0,250mg,8023,capsule,zarontin
90.0,5mg,5261,tablet,isopto-carpine
90.0,7.5mg,30138,tablet,isopto-carpine
1.0,15ml-of-1%25,35580,eye-dropper,isopto-carpine
1.0,15ml-of-2%25,35579,eye-dropper,isopto-carpine
1.0,15ml-of-4%25,35581,eye-dropper,isopto-carpine
30.0,50mg-325mg-40mg-30mg,33605,capsule,fiorinal-with-codeine
60.0,50mg-325mg-40mg-30mg,3983,capsule,fiorinal-with-codeine
4.0,1mg,42809,patch,scopolamine
30.0,2mg,39337,capsule,detrol-la
30.0,4mg,39338,capsule,detrol-la
1.0,1.7ml-of-0.09%25,39416,eye-dropper,bromfenac
1.0,2.5ml-of-0.09%25,35447,eye-dropper,bromfenac
1.0,15ml-of-0.125mg-ml,35327,dropper,hyosyne
200.0,0.125mg-5ml,33360,elixir,hyosyne
60.0,20mg,286,tablet,megace
60.0,40mg,5024,tablet,megace
300.0,40mg-ml,32030,oral-suspension,megace
240.0,10mg-100mg-5ml,41266,liquid,iophen-c-nr
30.0,0.6mg,40752,tablet,colcrys
30.0,100mg,30061,tablet,minocycline
60.0,75mg,30063,capsule,minocycline
60.0,50mg,5082,capsule,minocycline
60.0,100mg,5081,capsule,minocycline
60.0,75mg,30064,tablet,minocycline
30.0,50mg,30062,tablet,minocycline
90.0,50mg-200mg,31133,tablet,sinemet-cr
90.0,25mg-100mg,29846,tablet,sinemet-cr
30.0,90mg,2114,tablet,nifedical-xl
30.0,30mg,5156,tablet,nifedical-xl
30.0,60mg,5158,tablet,nifedical-xl
30.0,30mg,1579,tablet,nifedical-xl
30.0,60mg,2113,tablet,nifedical-xl
30.0,65mg-100mg-325mg,42870,capsule,nodolor
30.0,200mg,39873,capsule,celebrex
60.0,100mg,39872,capsule,celebrex
60.0,50mg,39871,capsule,celebrex
30.0,400mg,39874,capsule,celebrex
60.0,50mg-8.6mg,8703,tablet,dok-plus
1.0,30-packets-of-1.9%25-1%25,41748,carton,vytone
20.0,500mg,27610,tablet,ceftin
20.0,250mg,27609,tablet,ceftin
1.0,354.84ml-of-10%25,34788,lotion-pump,lactinol
1.0,113.4g-of-10%25,34787,jar-of-cream,lactinol
60.0,20mg,43723,tablet,alyq
30.0,20mg,43504,tablet,alyq
6.0,100mg,41840,tablet,viramune-xr
30.0,400mg,39738,tablet,viramune-xr
30.0,250mg,42723,capsule,cycloserine
1.0,30ml-of-5mg-ml,35345,dropper,prednisone-intensol
1.0,10ml-of-4%25,35460,eye-dropper,cromoptic
15.0,2-syringes-of-7.5mg-0.6ml,36955,carton,fondaparinux
15.0,2-syringes-of-5mg-0.4ml,36953,carton,fondaparinux
15.0,2-syringes-of-2.5mg-0.5ml,36956,carton,fondaparinux
15.0,2-syringes-of-10mg-0.8ml,36954,carton,fondaparinux
3.0,10-syringes-of-7.5mg-0.6ml,36959,carton,fondaparinux
3.0,10-syringes-of-5mg-0.4ml,36957,carton,fondaparinux
3.0,10-syringes-of-2.5mg-0.5ml,36960,carton,fondaparinux
3.0,10-syringes-of-10mg-0.8ml,36958,carton,fondaparinux
10.0,7.5mg-0.6ml,36971,syringe,fondaparinux
30.0,5mg-0.4ml,36970,syringe,fondaparinux
30.0,2.5mg-0.5ml,36973,syringe,fondaparinux
30.0,10mg-0.8ml,36972,syringe,fondaparinux
30.0,2.5mg,12567,tablet,amvaz
30.0,10mg,12568,tablet,amvaz
30.0,5mg,14,tablet,amvaz
60.0,100mg,41900,tablet,gleevec
30.0,400mg,41901,tablet,gleevec
1.0,4-liter,35742,bottle-of-powder,trilyte
1.0,4-liter,35738,bottle-of-powder,trilyte
9.0,2g,40264,vial,desferal
14.0,500mg,40263,vial,desferal
90.0,3mg,8644,tablet,glynase
60.0,6mg,8668,tablet,glynase
30.0,1.5mg,12611,tablet,glynase
30.0,50mg,1097,tablet,clomid
30.0,100mg,8447,tablet,proloprim
30.0,45mg,5100,tablet,remeron
30.0,7.5mg,22954,tablet,remeron
30.0,15mg,32095,orally-disintegrating-tab,remeron
30.0,30mg,32096,orally-disintegrating-tab,remeron
30.0,45mg,32097,orally-disintegrating-tab,remeron
30.0,15mg,818,tablet,remeron
30.0,30mg,819,tablet,remeron
30.0,400mg,40892,tablet,metaxalone
30.0,800mg,5042,tablet,metaxalone
180.0,10meq,7223,tablet,urocit-k
60.0,15meq,39458,tablet,urocit-k
60.0,5meq,32407,tablet,urocit-k
90.0,300mg,5326,tablet,rythmol
90.0,225mg,28980,tablet,rythmol
90.0,150mg,5324,tablet,rythmol
30.0,80mg-12.5mg,36841,tablet,diovan-hct
30.0,160mg-12.5mg,36842,tablet,diovan-hct
90.0,160mg-25mg,36843,tablet,diovan-hct
30.0,320mg-12.5mg,36844,tablet,diovan-hct
30.0,320mg-25mg,36845,tablet,diovan-hct
30.0,60mg,38858,tablet,adalat-cc
30.0,30mg,38836,tablet,adalat-cc
30.0,90mg,38859,tablet,adalat-cc
30.0,30mg,30800,tablet,adalat-cc
30.0,60mg,30801,tablet,adalat-cc
12.0,1.25mg-of-50000iu,37549,capsule,vitamin-d2
12.0,1.25mg-of-50000iu,30259,capsule,vitamin-d2
1.0,10ml-of-10000units-1mg-ml,35582,eye-dropper,polytrim
60.0,2mg,30125,tablet,perindopril
90.0,4mg,30126,tablet,perindopril
90.0,8mg,7702,tablet,perindopril
30.0,2mg,4548,tablet,estazolam
30.0,1mg,7839,tablet,estazolam
1.0,150ml-of-1.5%25,39869,bottle-of-topical-solution,pennsaid
90.0,5mg-50mg,441,tablet,hydro-ride
30.0,5mg-1.5mg,29972,tablet,hycodan
120.0,5mg-1.5mg-5ml,31785,syrup,hycodan
30.0,1mg-60mg-10mcg-151mg,43383,capsule,trigels-f-forte
1.0,2.5ml-of-10mg-ml,32945,nasal-spray,butorphanol
30.0,9mg,41409,tablet,invega
30.0,6mg,41408,tablet,invega
30.0,3mg,41407,tablet,invega
30.0,1.5mg,41406,tablet,invega
1.0,24-hour,5944,bottle-of-syrup,children-s-claritin
30.0,25mg,25566,tablet,inspra
30.0,50mg,7539,tablet,inspra
30.0,62.5mg-1mg,41244,capsule,folivane-f
30.0,20mg-1100mg,33203,capsule,zegerid
30.0,40mg-1100mg,33204,capsule,zegerid
90.0,2.5mg-6.25mg,12455,tablet,ziac
90.0,10mg-6.25mg,12457,tablet,ziac
90.0,5mg-6.25mg,21187,tablet,ziac
96.0,5ml-of-100mg-5ml,34113,ampule,cromolyn
1.0,60-vials-of-20mg-2ml,37032,carton,cromolyn
1.0,96-ampules-of-100mg-5ml,37034,carton,cromolyn
1.0,10ml-of-4%25,35460,eye-dropper,cromolyn
60,2ml-of-20mg-2ml,35143,vial,cromolyn
60,5g-of-4g-dose,8499,packet,questran-light
1.0,210g-of-4g-dose,35715,can-of-powder,questran-light
1.0,239.4g-of-4g-dose,35714,can-of-powder,questran-light
1.0,60-packets-of-5g,37082,carton,questran-light
120.0,1g,39604,capsule,lovaza
30.0,60mg,43726,tablet,fareston
30.0,100mg,22,capsule,benzonatate
30.0,200mg,1114,capsule,benzonatate
30.0,150mg,42925,capsule,benzonatate
30.0,2.5mg,7513,tablet,oxandrin
30.0,10mg,26439,tablet,oxandrin
90.0,10mg,42595,tablet,zetia
60.0,50mg,1569,tablet,metoprolol
60.0,37.5mg,42393,tablet,metoprolol
60.0,25mg,6322,tablet,metoprolol
60.0,100mg,6326,tablet,metoprolol
60.0,75mg,42394,tablet,metoprolol
1.0,2.5ml-of-0.1%25,35486,eye-dropper,voltaren
60.0,50mg,27851,tablet,voltaren
60.0,25mg,29887,tablet,voltaren
1.0,5ml-of-0.1%25,35485,eye-dropper,voltaren
60.0,75mg,29889,tablet,voltaren
20.0,100mg,8738,tablet,meperidine
3.0,50mg-5ml,43395,oral-solution,meperidine
30.0,50mg,8733,tablet,meperidine
1.0,60g-of-0.005%25,34709,tube-of-ointment,cutivate
1.0,30g-of-0.005%25,34708,tube-of-ointment,cutivate
1.0,15g-of-0.005%25,34707,tube-of-ointment,cutivate
1.0,60g-of-0.05%25,34706,tube-of-cream,cutivate
1,120ml-of-0.05%25,41923,bottle-of-lotion,cutivate
1.0,60ml-of-0.05%25,34710,bottle-of-lotion,cutivate
1.0,15g-of-0.05%25,34704,tube-of-cream,cutivate
1.0,30g-of-0.05%25,34705,tube-of-cream,cutivate
60.0,50mg,4221,tablet,pletal
60.0,100mg,4220,tablet,pletal
30.0,24-hour,25,tablet,loratadine
30.0,24-hour,36814,orally-disintegrating-tab,loratadine
90.0,24-hour,43174,capsule,loratadine
2.0,150ml-of-100mg-5ml,42462,bottle-of-oral-suspension,linezolid
20.0,600mg,41388,tablet,linezolid
14.0,500mg,40263,vial,deferoxamine
9.0,2g,40264,vial,deferoxamine
30.0,100mg,232,tablet,endep
30.0,10mg,228,tablet,endep
30.0,150mg,795,tablet,endep
30.0,25mg,229,tablet,endep
30.0,50mg,230,tablet,endep
30.0,75mg,231,tablet,endep
30.0,100mg,43212,tablet,ritonavir
1.0,28-tablets,37397,package,enpresse
1.0,28-tablets,27974,package,enpresse
1.0,28-tablets,29409,package,enpresse
1.0,28-tablets,37398,package,enpresse
30.0,800mg,5042,tablet,skelaxin
30.0,400mg,40892,tablet,skelaxin
30.0,5mg,39715,tablet,solifenacin
30.0,10mg,39716,tablet,solifenacin
1.0,8-vials-of-4mg-ml,38688,nasal-spray,migranal
30.0,25mg,67,capsule,indocin
30.0,50mg,654,capsule,indocin
60.0,324mg,8164,tablet,quinalan
90.0,40mg,144,tablet,lotensin
30.0,5mg,141,tablet,lotensin
90.0,10mg,142,tablet,lotensin
90.0,20mg,143,tablet,lotensin
90.0,1mg,1233,tablet,folicet
30.0,2.5mg-0.025mg,27905,tablet,diphenoxylate-atropine
1.0,60ml-of-2.5mg-0.025mg-5ml,39831,bottle-of-oral-solution,diphenoxylate-atropine
180.0,400mg,43894,capsule,delzicol
60.0,25mg,29341,tablet,topiramate
60.0,200mg,1462,tablet,topiramate
60.0,100mg,1461,tablet,topiramate
60.0,25mg,5537,capsule,topiramate
30.0,15mg,2278,capsule,topiramate
60.0,50mg,1618,tablet,topiramate
90.0,1mg-5mcg,36055,tablet,jevantique
1.0,28-tablets-of-1mg-5mcg,29989,package,jevantique
90.0,1mg-5mcg,42022,tablet,jevantique
3.0,28-tablets-of-1mg-5mcg,42023,package,jevantique
90.0,250mg,5313,tablet,mysoline
90.0,50mg,821,tablet,mysoline
1.0,30g-of-0.1%25,42736,tube-of-cream,avage
30.0,4mg-50mg,30130,tablet,etrafon
30.0,4mg-25mg,30129,tablet,etrafon
90.0,4mg-10mg,27312,tablet,etrafon
30.0,2mg-25mg,13537,tablet,etrafon
30.0,2mg-10mg,13536,tablet,etrafon
30.0,65mg-100mg-325mg,37480,capsule,epidrine
28.0,20mg,44042,capsule,nexium-24hr
90.0,20mg,42545,tablet,benicar
30.0,5mg,42544,tablet,benicar
90.0,40mg,42546,tablet,benicar
2.0,1ml-of-200mg-ml,32736,vial,testosterone-cypionate
1,30ml-of-200mg-ml,44174,vial,testosterone-cypionate
1.0,10ml-of-100mg-ml,29271,vial,testosterone-cypionate
1.0,10ml-of-200mg-ml,32735,vial,testosterone-cypionate
1.0,10ml-of-2%25,35679,bottle-of-topical-solution,fluorouracil
1,20ml-of-50mg-ml,34144,vial,fluorouracil
10,10ml-of-50mg-ml,34143,vial,fluorouracil
1.0,40g-of-5%25,36043,tube-of-cream,fluorouracil
1.0,30g-of-0.5%25,40839,tube-of-cream,fluorouracil
1.0,10ml-of-5%25,35680,bottle-of-topical-solution,fluorouracil
60.0,60mg,34086,capsule,geodon
60.0,40mg,34085,capsule,geodon
60.0,20mg,34084,capsule,geodon
60.0,80mg,34087,capsule,geodon
180.0,250mg,8435,tablet,k-phos-neutral
1.0,60g-of-0.1%25,42741,tube-of-cream,tazorac
1.0,30g-of-0.1%25,42736,tube-of-cream,tazorac
1.0,91-tablets,40805,package,amethia
1.0,91-tablets,29778,package,amethia
1.0,91-tablets,42735,package,amethia
1.0,91-tablets,37834,package,amethia
1.0,91-tablets,33604,package,amethia
1.0,25ml-of-0.025%25,29930,nasal-spray,nasalide
30.0,30mg-2mg,37388,tablet,duetact
30.0,30mg-4mg,37389,tablet,duetact
360.0,125mg-5ml,32384,oral-suspension,dilantin
30.0,50mg,37604,chewable-tablet,dilantin
90.0,100mg,28869,capsule,dilantin
25.0,1ml-of-25mg-ml,33766,vial,promethazine
30.0,50mg,779,tablet,promethazine
120.0,6.25mg-5ml,13113,syrup,promethazine
30.0,12.5mg,37527,tablet,promethazine
30.0,25mg,118,tablet,promethazine
10.0,50mg,42481,suppository,promethazine
12.0,25mg,30155,suppository,promethazine
12.0,12.5mg,30154,suppository,promethazine
45.0,1ml-of-25mg-ml,35852,ampule,promethazine
30.0,1ml-of-50mg-ml,32473,vial,promethazine
10.0,1ml-of-50mg-ml,35851,ampule,promethazine
5,1ml-of-25mg-ml,36170,syringe,promethazine
90.0,20mg,4025,tablet,baclofen
90.0,10mg,56,tablet,baclofen
30.0,5mg,43404,tablet,baclofen
1.0,28-tablets-of-0.25mg-0.035mg,44317,package,vylibra
1.0,28-tablets-of-0.25mg-0.035mg,42295,package,vylibra
60.0,1mg,41701,tablet,alosetron
60.0,0.5mg,41700,tablet,alosetron
35.0,800mg,12685,tablet,acyclovir
60.0,400mg,12684,tablet,acyclovir
100.0,200mg-5ml,30778,oral-suspension,acyclovir
30.0,200mg,29762,capsule,acyclovir
1.0,5g-of-5%25,42944,tube-of-ointment,acyclovir
1.0,30g-of-5%25,37789,tube-of-ointment,acyclovir
1.0,15g-of-5%25,37790,tube-of-ointment,acyclovir
1.0,5g-of-5%25,43861,tube-of-cream,acyclovir
60.0,20mg,43521,tablet,onfi
60.0,10mg,43520,tablet,onfi
1.0,120ml-of-2.5mg-ml,43522,bottle-of-oral-suspension,onfi
60.0,1mg,824,capsule,navane
30.0,10mg,7586,capsule,navane
30.0,5mg,5525,capsule,navane
30.0,2mg,261,capsule,navane
1.0,14-packets-of-17g-dose,41062,carton,polyethylene-glycol-3350
1.0,30-packets-of-17g-dose,41063,carton,polyethylene-glycol-3350
1.0,255g-of-17g-dose,35737,bottle-of-powder,polyethylene-glycol-3350
1.0,28-tablets-of-0.1mg-0.02mg,8714,package,falmina
3.0,28-tablets-of-0.1mg-0.02mg,38936,package,falmina
1.0,28-tablets-of-0.1mg-0.02mg,42331,package,falmina
1.0,28-tablets-of-0.1mg-0.02mg,37133,package,falmina
1.0,28-tablets-of-0.1mg-0.02mg,7075,package,falmina
1.0,28-tablets-of-0.1mg-0.02mg,42864,package,falmina
1.0,28-tablets-of-0.1mg-0.02mg,37134,package,falmina
30.0,4mg-1mg,43304,film,suboxone-film
14.0,8mg-2mg,43305,film,suboxone-film
7.0,12mg-3mg,43306,film,suboxone-film
30.0,2mg-0.5mg,43303,film,suboxone-film
30.0,12.5mg,542,tablet,antivert
30.0,25mg,5809,tablet,antivert
1.0,4-liter,35738,bottle-of-powder,peg-3350-and-electrolytes
1.0,4-liter,35742,bottle-of-powder,peg-3350-and-electrolytes
120.0,6.25mg-5mg-5ml,32476,syrup,phenergan-vc
60.0,120mg,31438,capsule,cardizem-sr
60.0,90mg,31437,capsule,cardizem-sr
60.0,60mg,31436,capsule,cardizem-sr
30.0,50mg-25mg,13424,tablet,tenoretic
30.0,100mg-25mg,30941,tablet,tenoretic
1.0,20-tubes-of-3%25-0.5%25-cream,39958,kit,lidocaine-hydrocortisone
1.0,20-tubes-of-3%25-1%25-cream,41953,kit,lidocaine-hydrocortisone
1.0,20-tubes-of-3%25-2.5%25-gel,41224,kit,lidocaine-hydrocortisone
1.0,24-tubes-of-2%25-2%25-cream,41350,kit,lidocaine-hydrocortisone
1.0,28.35g-of-3%25-0.5%25,35873,tube-of-cream,lidocaine-hydrocortisone
1.0,85g-of-3%25-0.5%25,35874,tube-of-cream,lidocaine-hydrocortisone
1.0,100g-of-2.8%25-0.55%25,43393,tube-of-gel,lidocaine-hydrocortisone
1.0,14-tubes-of-3%25-0.5%25-cream,39957,kit,lidocaine-hydrocortisone
1.0,50g-of-1%25-5%25,42233,gel-pump,benzaclin
1.0,35g-of-1%25-5%25,42411,gel-pump,benzaclin
1.0,50g-of-1%25-5%25,35860,jar-of-gel,benzaclin
1.0,25g-of-1%25-5%25,37405,jar-of-gel,benzaclin
120.0,10mg-100mg-5ml,36729,oral-solution,robitussin-ac
120.0,10mg-100mg-5ml,37582,oral-solution,robitussin-ac
120.0,10mg-100mg-5ml,41204,oral-solution,robitussin-ac
120.0,10mg-100mg-5ml,36726,oral-solution,robitussin-ac
90.0,20mg,33396,tablet,atorvastatin
90.0,10mg,33395,tablet,atorvastatin
30.0,80mg,33398,tablet,atorvastatin
90.0,40mg,33397,tablet,atorvastatin
90.0,2.5mg,870,tablet,medroxyprogesterone
90.0,5mg,871,tablet,medroxyprogesterone
1.0,1ml-of-150mg-ml,32027,vial,medroxyprogesterone
1.0,1ml-of-150mg-ml,33166,syringe,medroxyprogesterone
10.0,10mg,872,tablet,medroxyprogesterone
90.0,80mg,5434,tablet,zocor
90.0,10mg,6634,tablet,zocor
90.0,20mg,1611,tablet,zocor
90.0,5mg,5432,tablet,zocor
90.0,40mg,5431,tablet,zocor
1.0,3-suppositories-of-80mg,7230,dose-pack,terconazole
1.0,45g-of-0.4%25,35028,tube-of-cream,terconazole
1.0,20g-of-0.8%25,35030,tube-of-cream,terconazole
30.0,5mg,30199,tablet,brethine
30.0,2.5mg,30198,tablet,brethine
60.0,1ml-of-1mg-ml,32731,vial,brethine
30.0,2mg,233,tablet,benztropine-mesylate
60.0,1mg,797,tablet,benztropine-mesylate
60.0,0.5mg,796,tablet,benztropine-mesylate
1,2ml-of-2mg-2ml,38631,vial,benztropine-mesylate
3.0,2ml-of-2mg-2ml,38630,ampule,benztropine-mesylate
30.0,3mg,27293,tablet,alprazolam-er
30.0,2mg,8815,tablet,alprazolam-er
30.0,1mg,8812,tablet,alprazolam-er
30.0,0.5mg,8813,tablet,alprazolam-er
20.0,100mg,8738,tablet,demerol
30.0,50mg,8733,tablet,demerol
90.0,10mg,7742,tablet,isosorbide-dinitrate
60,5mg,22476,sublingual,isosorbide-dinitrate
30,2.5mg,28315,sublingual,isosorbide-dinitrate
60.0,5mg,7868,tablet,isosorbide-dinitrate
90.0,40mg,28316,tablet,isosorbide-dinitrate
90.0,30mg,7746,tablet,isosorbide-dinitrate
90.0,20mg,7741,tablet,isosorbide-dinitrate
1.0,28-tablets,27974,package,levonest
1.0,28-tablets,29409,package,levonest
1.0,28-tablets,37398,package,levonest
1.0,28-tablets,37397,package,levonest
30.0,10mg-12.5mg,4043,tablet,lotensin-hct
90.0,5mg-6.25mg,31015,tablet,lotensin-hct
30.0,20mg-25mg,31018,tablet,lotensin-hct
30.0,20mg-12.5mg,4044,tablet,lotensin-hct
1.0,60ml-of-0.05mg-ml,7763,bottle-of-oral-solution,lanoxin
30.0,125mcg,160,tablet,lanoxin
90.0,250mcg,161,tablet,lanoxin
30.0,125mcg,40794,tablet,lanoxin
30.0,250mcg,40795,tablet,lanoxin
30.0,250mg,37607,tablet,gris-peg
84.0,125mg,37606,tablet,gris-peg
60.0,500mg,32152,tablet,ec-naprosyn
60.0,375mg,32151,tablet,ec-naprosyn
30.0,125mg,37263,tablet,guanidine
30.0,8mg,5247,tablet,perphenazine
60.0,4mg,5246,tablet,perphenazine
30.0,2mg,8156,tablet,perphenazine
30.0,16mg,8157,tablet,perphenazine
30.0,25mg,118,tablet,phenergan
30.0,50mg,779,tablet,phenergan
25.0,1ml-of-25mg-ml,33766,vial,phenergan
30.0,1ml-of-50mg-ml,32473,vial,phenergan
45.0,1ml-of-25mg-ml,35852,ampule,phenergan
10.0,1ml-of-50mg-ml,35851,ampule,phenergan
12.0,12.5mg,30154,suppository,phenergan
12.0,25mg,30155,suppository,phenergan
10.0,50mg,42481,suppository,phenergan
5,1ml-of-25mg-ml,36170,syringe,phenergan
120.0,6.25mg-5ml,13113,syrup,phenergan
30.0,12.5mg,37527,tablet,phenergan
1.0,30g-of-1%25,41504,tube-of-cream,lamisil-at
1.0,15g-of-1%25,41506,tube-of-cream,lamisil-at
6.0,5ml-of-20mg-ml,34430,vial,vepesid
2,25ml-of-20mg-ml,34431,vial,vepesid
16.0,50mg,34433,capsule,vepesid
2,50ml-of-20mg-ml,34432,vial,vepesid
60.0,5mg,32054,tablet,methscopolamine
60.0,2.5mg,22875,tablet,methscopolamine
90.0,50mg,29819,tablet,duvoid
90.0,5mg,12727,tablet,duvoid
90.0,10mg,12725,tablet,duvoid
90.0,25mg,12726,tablet,duvoid
8,0.2mg-per-day,7405,patch,catapres-tts
4,0.3mg-per-day,7406,patch,catapres-tts
1.0,4-patches-of-0.1mg-per-day,37218,carton,catapres-tts
1.0,4-patches-of-0.2mg-per-day,37219,carton,catapres-tts
1.0,4-patches-of-0.3mg-per-day,37220,carton,catapres-tts
1,0.1mg-per-day,7404,patch,catapres-tts
60.0,40mg,6955,capsule,zenatane
30.0,40mg,37713,capsule,zenatane
60.0,30mg,41878,capsule,zenatane
30.0,20mg,37712,capsule,zenatane
30.0,10mg,37711,capsule,zenatane
60.0,40mg,36461,capsule,zenatane
60.0,30mg,41394,capsule,zenatane
30.0,20mg,36460,capsule,zenatane
30.0,10mg,36459,capsule,zenatane
60.0,40mg,8008,capsule,zenatane
60.0,30mg,36136,capsule,zenatane
30.0,20mg,8007,capsule,zenatane
30.0,10mg,36135,capsule,zenatane
30.0,20mg,33957,capsule,zenatane
20.0,10mg,33956,capsule,zenatane
120.0,10mg-100mg-5ml,37582,oral-solution,cheratussin-ac
120.0,10mg-100mg-5ml,36729,oral-solution,cheratussin-ac
120.0,10mg-100mg-5ml,36726,oral-solution,cheratussin-ac
120.0,10mg-100mg-5ml,41204,oral-solution,cheratussin-ac
30.0,12mg,38956,tablet,exalgo
30.0,16mg,38958,tablet,exalgo
30.0,32mg,39982,tablet,exalgo
30.0,8mg,38957,tablet,exalgo
3.0,28-tablets,42542,package,rajani
30.0,50mg-325mg,43396,tablet,tencon
30.0,5mg,687,tablet,vasotec
90.0,20mg,689,tablet,vasotec
